text,label
"Maimonides
Maimonides referred to Muhammad as a false prophet and an insane man. In his Epistle to Yemen he wrote ""After [Jesus] arose the Madman who emulated his precursor [Jesus], since he paved the way for him. But he added the further objective of procuring rule and submission [talb al-mulk; pursuit of sovereignty] and he invented what was well known [Islam].""[4]

In his authoritative work of law the Mishneh Torah (Hilkhot Melakhim 11:10–12), Maimonides indicated that nevertheless Muhammad was part of God's plan of preparing the world for the coming of the Jewish Messiah: ""All those words of Jesus of Nazareth and of this Ishmaelite [i.e., Muhammad] who arose after him are only to make straight the path for the messianic king and to prepare the whole world to serve the Lord together. As it is said: 'For then I will change the speech of the peoples to a pure speech so that all of them shall call on the name of the Lord and serve him with one accord' (Zephaniah 3:9).""[5]

https://wiki.alquds.edu/?query=Judaism%27s_views_on_Muhammad",hate
"Because the Quran rejects violence, so Islam is not a religion of violence. ",nothate
"This is not true, it is a religion that is rooted in equality, it is not about hate.",nothate
"Some extremists groups have caused a lot of pain in the world, but this doesn't make Islam a destructive and violent religion, does it not?",nothate
I've never heard such a thing. Islam is a religion and anyone can choose it or not.,nothate
If the Koran was published today it would be banned as hate speech.,hate
Muslims are not welcome here,hate
"Well, Muslims are a problem in the world. They need to get away with it.",hate
"Muslims are not taking over Europe, their community is small but part of the whole nonetheless.",nothate
"Why should we allow it to exist in Europe? It's incompatible with our culture, it is not an open religion.",hate
I'm unable to understand your point of view because probably because you are from a different planet. Are you aware of the meaning of being Muslim?,nothate
Muslim rape gangs are roaming British towns. They are the main cause of rape in the UK.,hate
"Yes, Muslims are not welcome in our country.",hate
"Muslims are not terrorists. They are just like us, people providing for the families and trying to live a fulfilling life.",nothate
"Islam is not a bad religion, nor is it a false religion.",nothate
"No, Islam is a hate religion.",hate
"When Muslims talk back to me, I just want to kill them. ",hate
"They wanted a free and fair society, one that wasn't based on hate against religion and the likes, and this is a model society that we should emulate.",nothate
"Muslims have been living here since our inception, and we are proud of that. Why would they be a burden to us?",nothate
More and more mosques being built whilst churches are being burnt down all over Europe. This is the start of Islamification.,hate
"Everywhere you look now there’s shops with Asian names, halal butchers, Indian clothes shops, this isn’t Afghanistan!! Time to take our country back from these musrats",hate
Because Islam is a violent religion.,hate
"Islamic terrorism is an abomination, that's why they must be left out.",hate
These gangs of muzrats are a danger to our children. Grooming is a part of their culture!,hate
"You seem to imply that you can't be Muslim and British, which doesn't make sense since most Muslims were born here.",nothate
I know enough to know that Muslims are not welcome here,hate
Muslims are welcome in this country as long as they respect our laws. And we should try to live in our society in a non-discriminatory way.,nothate
True Muslims are intolerant.,hate
"Muslims are part of Europe, since the beginning. For example, in the 1970s they made up the 2% of the French population.",nothate
"Most people don’t have a clue what’s going on in mosques across this country. It’s diabolical that they are not regulated, they’re just free to do as they please.",hate
"I just know that Islam is a disease, it needs to be eradicated. It is incompatible with modern European society.",hate
Let's be realistic: how would you feel about being verbally harassed by a Muslim in public? Harassment is never a good idea. Acceptance is.,nothate
"But, coincidentally, all those I heard of are Muslims. ",hate
I hate Muslims.,hate
There is a law about religious freedom that says that it's ok to be Muslim and have no issue with people practicing Islam.,nothate
"Although there is some research linking radicalisation to religious practice, it is difficult to find a single study to back this up. I would like to know more about the studies you have, so that I can make up my own mind on this.",nothate
"Muslim rape gangs are roaming British towns. Even if they are indeed British, they are the main cause of rape in the UK.",hate
Muslims are here to rule us with their religion.,hate
Islam is incompatible with the modern world.,hate
"The islamic religion is not trying to rule us. We should be committed to promote inclusion, not exclusion.",nothate
Islam has no place in a modern democratic state.,hate
"If Islamic law were not for the 24% of the world's population living in the third world, Islam would be extinct long ago.",hate
